"Date","Price","Open","High","Low","Vol.","Change %"
"06/27/2024","1,260","1,255","1,270","1,245","11.39M","1.20%"
"06/26/2024","1,245","1,240","1,255","1,235","7.61M","0.40%"
"06/25/2024","1,240","1,240","1,250","1,225","7.95M","0.00%"
"06/24/2024","1,240","1,255","1,265","1,240","13.43M","-0.80%"
"06/21/2024","1,250","1,235","1,265","1,220","22.51M","1.63%"
"06/20/2024","1,230","1,175","1,235","1,175","33.35M","4.68%"
"06/19/2024","1,175","1,205","1,225","1,175","32.26M","-2.49%"
"06/14/2024","1,205","1,240","1,240","1,205","13.99M","-2.82%"
"06/13/2024","1,240","1,245","1,250","1,230","21.28M","1.22%"
"06/12/2024","1,225","1,210","1,225","1,205","12.85M","0.41%"
"06/11/2024","1,220","1,240","1,245","1,215","11.48M","-1.21%"
"06/10/2024","1,235","1,245","1,255","1,225","13.42M","-0.80%"
"06/07/2024","1,245","1,275","1,280","1,245","21.78M","-3.49%"
"06/06/2024","1,290","1,280","1,290","1,260","20.73M","1.57%"
"06/05/2024","1,270","1,270","1,280","1,250","25.32M","0.40%"
"06/04/2024","1,265","1,275","1,290","1,265","33.60M","0.00%"
"06/03/2024","1,265","1,235","1,275","1,225","26.84M","3.27%"
"05/31/2024","1,225","1,240","1,250","1,225","37.50M","-0.81%"
"05/30/2024","1,235","1,265","1,265","1,215","30.77M","-1.98%"
"05/29/2024","1,260","1,250","1,265","1,230","26.42M","0.80%"
"05/28/2024","1,250","1,210","1,255","1,210","30.11M","4.17%"
"05/27/2024","1,200","1,235","1,240","1,200","34.44M","-2.83%"
"05/22/2024","1,235","1,240","1,255","1,230","22.63M","-0.40%"
"05/21/2024","1,240","1,265","1,280","1,225","29.28M","-2.36%"
"05/20/2024","1,270","1,300","1,320","1,265","23.41M","-2.31%"
"05/17/2024","1,300","1,275","1,325","1,260","34.89M","1.96%"
"05/16/2024","1,275","1,290","1,305","1,270","29.30M","0.00%"
"05/15/2024","1,275","1,240","1,285","1,235","33.98M","2.82%"
"05/14/2024","1,240","1,245","1,260","1,230","19.40M","0.00%"
"05/13/2024","1,240","1,220","1,250","1,215","27.68M","1.22%"
"05/08/2024","1,225","1,270","1,280","1,220","52.12M","-3.54%"
"05/07/2024","1,270","1,285","1,295","1,265","15.22M","-1.55%"
"05/06/2024","1,290","1,280","1,300","1,270","23.55M","1.98%"
"05/03/2024","1,265","1,280","1,290","1,260","20.14M","-1.17%"
"05/02/2024","1,280","1,305","1,310","1,265","28.22M","-3.03%"
"04/30/2024","1,320","1,310","1,340","1,295","33.23M","0.76%"
"04/29/2024","1,310","1,285","1,310","1,265","49.89M","1.55%"
"04/26/2024","1,290","1,360","1,365","1,280","85.30M","-4.44%"
"04/25/2024","1,350","1,375","1,375","1,340","29.69M","-1.82%"
"04/24/2024","1,375","1,380","1,415","1,370","55.14M","0.36%"
"04/23/2024","1,370","1,370","1,395","1,355","29.62M","0.74%"
"04/22/2024","1,360","1,380","1,390","1,330","36.39M","-1.09%"
"04/19/2024","1,375","1,400","1,400","1,350","50.95M","-3.17%"
"04/18/2024","1,420","1,385","1,420","1,380","41.50M","3.27%"
"04/17/2024","1,375","1,405","1,425","1,365","67.12M","-1.79%"
"04/16/2024","1,400","1,445","1,470","1,390","114.72M","-6.67%"
"04/05/2024","1,500","1,515","1,525","1,495","26.91M","-0.99%"
"04/04/2024","1,515","1,465","1,530","1,460","66.59M","3.41%"
"04/03/2024","1,465","1,470","1,475","1,450","36.68M","-0.68%"
"04/02/2024","1,475","1,490","1,500","1,430","99.87M","-1.01%"
"04/01/2024","1,490","1,555","1,555","1,435","138.82M","-4.18%"
"03/28/2024","1,555","1,595","1,595","1,535","43.28M","-2.51%"
"03/27/2024","1,595","1,590","1,610","1,570","56.03M","-0.31%"
"03/26/2024","1,600","1,585","1,610","1,560","86.12M","0.95%"
"03/25/2024","1,585","1,560","1,590","1,520","97.62M","1.60%"
"03/22/2024","1,560","1,425","1,570","1,410","229.92M","9.47%"
"03/21/2024","1,425","1,380","1,460","1,375","111.98M","4.40%"
"03/20/2024","1,365","1,345","1,370","1,335","24.94M","1.49%"
"03/19/2024","1,345","1,330","1,360","1,320","30.81M","-1.47%"
"03/18/2024","1,365","1,395","1,400","1,365","39.74M","-2.15%"
"03/15/2024","1,395","1,425","1,430","1,395","60.08M","-2.11%"
"03/14/2024","1,425","1,385","1,430","1,380","65.31M","3.26%"
"03/13/2024","1,380","1,385","1,405","1,365","39.98M","0.00%"
"03/08/2024","1,380","1,370","1,385","1,360","31.10M","1.10%"
"03/07/2024","1,365","1,390","1,390","1,365","27.13M","-1.44%"
"03/06/2024","1,385","1,360","1,390","1,355","41.31M","2.59%"
"03/05/2024","1,350","1,410","1,420","1,345","111.70M","-4.26%"
"03/04/2024","1,410","1,445","1,445","1,400","42.69M","-2.08%"
"03/01/2024","1,440","1,425","1,455","1,420","31.76M","0.70%"
"02/29/2024","1,430","1,455","1,465","1,425","31.17M","-1.72%"
"02/28/2024","1,455","1,455","1,465","1,435","27.06M","0.34%"
"02/27/2024","1,450","1,455","1,480","1,440","31.63M","-0.68%"
"02/26/2024","1,460","1,460","1,465","1,435","24.62M","0.00%"
"02/23/2024","1,460","1,485","1,485","1,420","83.25M","-1.68%"
"02/22/2024","1,485","1,480","1,500","1,460","79.65M","0.68%"
"02/21/2024","1,475","1,460","1,485","1,440","96.54M","1.03%"
"02/20/2024","1,460","1,355","1,460","1,350","162.72M","8.15%"
"02/19/2024","1,350","1,365","1,375","1,340","31.30M","-1.10%"
"02/16/2024","1,365","1,390","1,405","1,355","47.14M","-1.44%"
"02/15/2024","1,385","1,375","1,410","1,360","107.32M","2.97%"
"02/13/2024","1,345","1,360","1,375","1,335","35.37M","-1.10%"
"02/12/2024","1,360","1,275","1,370","1,270","93.55M","8.37%"
"02/07/2024","1,255","1,260","1,275","1,250","24.78M","-0.40%"
"02/06/2024","1,260","1,275","1,280","1,255","13.28M","-0.79%"
"02/05/2024","1,270","1,280","1,285","1,260","22.45M","-0.78%"
"02/02/2024","1,280","1,295","1,305","1,275","18.96M","-1.16%"
"02/01/2024","1,295","1,300","1,305","1,290","19.66M","-0.77%"
"01/31/2024","1,305","1,300","1,320","1,295","22.74M","0.77%"
"01/30/2024","1,295","1,310","1,310","1,290","23.66M","-1.15%"
"01/29/2024","1,310","1,285","1,310","1,280","14.74M","1.95%"
"01/26/2024","1,285","1,290","1,290","1,270","12.16M","-0.39%"
"01/25/2024","1,290","1,290","1,310","1,280","20.42M","0.00%"
"01/24/2024","1,290","1,330","1,335","1,280","51.09M","-3.01%"
"01/23/2024","1,330","1,375","1,375","1,320","30.78M","-3.27%"
"01/22/2024","1,375","1,355","1,385","1,350","50.72M","1.48%"
"01/19/2024","1,355","1,335","1,370","1,335","43.78M","1.50%"
"01/18/2024","1,335","1,340","1,350","1,325","16.20M","0.00%"
"01/17/2024","1,335","1,325","1,345","1,325","23.83M","0.75%"
"01/16/2024","1,325","1,360","1,360","1,325","33.67M","-2.21%"
"01/15/2024","1,355","1,350","1,360","1,330","31.65M","0.37%"
"01/12/2024","1,350","1,365","1,375","1,345","38.99M","-0.74%"
"01/11/2024","1,360","1,335","1,360","1,325","33.13M","1.87%"
"01/10/2024","1,335","1,335","1,350","1,320","37.58M","0.38%"
"01/09/2024","1,330","1,295","1,330","1,285","72.29M","3.50%"
"01/08/2024","1,285","1,295","1,320","1,285","29.21M","-0.77%"
"01/05/2024","1,295","1,295","1,315","1,290","56.42M","0.00%"
"01/04/2024","1,295","1,255","1,300","1,255","48.13M","3.19%"
"01/03/2024","1,255","1,260","1,265","1,240","8.18M","-0.79%"
"01/02/2024","1,265","1,250","1,270","1,235","18.36M","1.20%"
"12/29/2023","1,250","1,260","1,260","1,240","10.72M","0.40%"
"12/28/2023","1,245","1,215","1,260","1,210","23.86M","2.89%"
"12/27/2023","1,210","1,210","1,215","1,200","17.23M","0.41%"
"12/22/2023","1,205","1,215","1,220","1,205","14.89M","-0.82%"
"12/21/2023","1,215","1,220","1,250","1,205","17.57M","-0.41%"
"12/20/2023","1,220","1,230","1,235","1,210","18.77M","-0.81%"
"12/19/2023","1,230","1,220","1,230","1,220","3.12M","0.82%"
"12/18/2023","1,220","1,235","1,235","1,215","8.12M","-0.81%"
"12/15/2023","1,230","1,230","1,240","1,220","7.07M","0.41%"
"12/14/2023","1,225","1,210","1,235","1,210","16.70M","2.51%"
"12/13/2023","1,195","1,205","1,210","1,195","9.47M","-0.83%"
"12/12/2023","1,205","1,220","1,220","1,200","8.65M","-0.41%"
"12/11/2023","1,210","1,220","1,225","1,205","11.11M","-0.82%"
"12/08/2023","1,220","1,220","1,230","1,210","18.70M","-0.41%"
"12/07/2023","1,225","1,260","1,265","1,225","22.09M","-3.16%"
"12/06/2023","1,265","1,285","1,285","1,260","8.32M","-1.56%"
"12/05/2023","1,285","1,290","1,290","1,275","11.06M","-0.39%"
"12/04/2023","1,290","1,275","1,290","1,270","13.56M","1.57%"
"12/01/2023","1,270","1,295","1,300","1,265","18.84M","-1.93%"
"11/30/2023","1,295","1,280","1,295","1,270","17.93M","1.17%"
"11/29/2023","1,280","1,300","1,300","1,270","12.24M","-1.16%"
"11/28/2023","1,295","1,295","1,305","1,290","26.16M","0.39%"
"11/27/2023","1,290","1,265","1,295","1,265","24.25M","1.98%"
"11/24/2023","1,265","1,270","1,275","1,255","8.86M","-0.39%"
"11/23/2023","1,270","1,260","1,280","1,260","9.03M","0.79%"
"11/22/2023","1,260","1,255","1,265","1,250","10.70M","0.00%"
"11/21/2023","1,260","1,285","1,285","1,250","11.51M","-1.95%"
"11/20/2023","1,285","1,295","1,300","1,275","13.93M","-0.39%"
"11/17/2023","1,290","1,240","1,295","1,240","45.27M","3.61%"
"11/16/2023","1,245","1,245","1,250","1,235","5.77M","0.00%"
"11/15/2023","1,245","1,245","1,260","1,225","27.72M","3.32%"
"11/14/2023","1,205","1,210","1,215","1,205","2.79M","-0.41%"
"11/13/2023","1,210","1,210","1,220","1,200","5.50M","-0.41%"
"11/10/2023","1,215","1,215","1,220","1,205","5.97M","0.41%"
"11/09/2023","1,210","1,205","1,220","1,205","4.51M","0.00%"
"11/08/2023","1,210","1,210","1,215","1,200","7.75M","0.00%"
